pitch,r_tsv,h_tsv,l_tmrdl,w_tmrdl,h_tmrdl,l_bsmrdl,w_bsmrdl,h_bsmrdl,dut_index
56.23,2.14,52.05,989.88,11.6,4.68,857.82,12.93,4.31,761
55.7,14.8,90.47,831.5,11.76,2.21,827.89,28.79,3.85,762
58.31,9.84,92.07,934.57,11.11,3.75,446.35,10.92,3.88,763
34.31,10.29,89.42,399.24,15.93,3.53,334.97,28.53,4.67,764
35.05,2.05,97.12,637.63,22.75,5.02,935.09,12.38,3.42,765
44.09,14.56,98.83,717.74,10.09,4.47,405.25,26.93,2.07,766
35.56,5.4,75.7,609.06,28.99,3.51,968.97,19.93,2.51,767
57.09,13.73,59.26,438.11,13.19,4.34,374.31,18.87,2.82,768
54.61,6.98,65.83,821.38,12.08,2.27,311.45,15.14,2.47,769
36.38,12.73,64.42,165.08,19.99,4.81,520.72,27.44,3.01,770
46.7,6.17,88.76,712.35,28.21,3.4,352.65,24.32,5.83,771
58.04,6.08,84.05,484.23,13.01,3.58,558.12,27.82,5.4,772
33.16,11.79,77.66,327.24,18.04,4.97,193.75,19.04,3.52,773
26.36,3.02,65.11,590.16,19.26,3.38,846.99,12.7,5.42,774
37.62,10.0,72.32,945.33,16.84,3.72,431.02,10.74,2.31,775
52.44,4.44,92.02,302.73,13.26,5.59,732.59,23.93,5.04,776
52.62,10.09,83.89,591.25,23.33,2.14,667.56,18.76,5.38,777
52.81,5.67,80.16,864.33,27.59,2.29,790.24,10.41,5.2,778
38.65,7.87,51.17,813.86,27.5,2.07,747.64,15.31,2.18,779
31.86,14.22,69.12,615.01,15.67,5.67,250.72,22.86,3.68,780
52.57,3.6,62.79,643.94,18.58,5.8,792.37,23.35,4.57,781
57.79,11.4,80.51,830.05,29.36,2.58,571.03,17.4,4.48,782
35.72,4.76,95.4,307.11,12.45,4.14,701.12,26.48,2.48,783
38.8,14.19,58.44,961.84,20.98,5.58,714.0,23.58,3.56,784
34.72,4.4,72.77,852.56,17.47,5.2,513.92,19.31,2.06,785
44.85,3.45,80.8,806.74,26.27,4.65,353.88,19.35,5.27,786
56.81,5.56,64.47,586.01,29.68,2.55,410.96,13.37,2.54,787
53.72,12.66,58.91,860.68,22.33,2.54,209.96,25.12,5.37,788
39.76,9.73,57.07,546.65,17.65,4.82,880.46,15.73,4.28,789
50.73,12.64,69.86,290.95,26.78,2.82,192.23,24.18,3.57,790
45.1,13.7,93.88,545.76,11.8,5.75,256.76,10.88,3.09,791
44.45,3.82,99.09,687.17,16.24,4.37,467.3,28.25,5.64,792
39.1,9.62,63.31,959.32,22.84,4.01,835.98,23.77,3.33,793
52.95,7.41,87.18,100.4,15.9,5.92,923.74,15.35,4.99,794
59.86,7.93,97.91,818.76,19.19,3.04,787.34,28.31,5.36,795
26.1,11.19,81.25,891.52,10.05,2.16,996.24,17.88,4.64,796
59.9,6.26,50.78,512.41,19.03,2.25,894.84,24.68,3.41,797
37.92,3.45,73.46,156.81,24.78,2.79,483.23,25.86,4.31,798
33.7,3.12,86.35,831.07,11.49,3.9,425.77,25.07,3.8,799
28.53,4.82,65.62,738.4,25.48,2.09,389.71,21.72,4.82,800
48.23,13.0,52.53,940.2,28.16,2.04,496.45,28.57,5.41,801
46.79,6.5,75.6,603.48,29.59,2.45,850.31,10.63,3.91,802
36.12,10.92,67.19,577.32,10.37,3.93,710.92,27.29,4.95,803
37.14,6.81,75.27,811.38,15.98,2.3,412.4,29.7,3.74,804
45.22,10.36,56.97,116.28,17.12,3.7,184.01,21.87,3.21,805
38.94,11.88,66.98,125.07,17.86,5.55,772.66,17.47,5.01,806
53.25,14.47,85.88,587.18,21.76,2.03,446.78,25.27,3.04,807
41.49,8.73,90.79,293.68,28.14,5.62,869.05,26.87,5.1,808
54.5,11.08,50.0,502.62,19.92,3.86,789.18,19.47,3.97,809
33.01,2.2,76.41,791.32,28.36,2.8,458.41,14.73,3.94,810
56.54,4.02,99.01,265.72,23.61,2.99,933.48,29.66,2.04,811
34.41,13.65,97.61,304.85,12.85,3.98,241.92,26.34,5.42,812
52.42,5.74,74.41,888.04,21.48,3.12,613.86,14.31,4.54,813
20.24,3.85,74.1,458.95,14.64,3.73,499.96,14.67,5.35,814
47.47,9.62,67.55,932.24,17.16,2.93,872.23,26.26,3.99,815
55.51,9.55,53.14,471.13,25.91,3.33,468.3,20.49,3.92,816
57.96,6.6,71.63,914.2,11.33,5.66,559.5,25.62,4.27,817
58.34,7.93,61.3,136.22,17.25,2.73,780.33,12.83,2.3,818
35.86,7.69,61.92,114.32,25.23,5.94,573.18,27.72,2.39,819
33.97,7.89,77.81,313.03,26.08,5.58,734.21,29.9,2.96,820
56.93,8.2,80.88,468.99,29.27,3.05,618.8,15.6,3.51,821
44.39,3.7,71.24,721.23,10.93,3.67,310.1,13.45,4.45,822
36.28,12.83,73.22,679.84,23.79,2.6,817.43,12.74,2.61,823
32.25,4.35,85.22,306.04,25.04,2.64,184.72,18.89,4.81,824
48.15,13.95,51.11,653.84,22.09,4.31,464.22,27.57,4.73,825
46.79,8.26,59.96,341.86,12.99,3.23,441.23,10.14,2.44,826
55.46,2.19,78.12,477.58,21.7,4.86,219.49,15.34,4.62,827
55.79,7.63,65.63,874.98,16.56,5.11,729.83,17.43,2.66,828
32.13,14.24,61.98,755.53,21.62,5.55,361.9,25.48,2.9,829
29.5,6.32,72.47,812.7,22.56,5.63,110.75,17.33,4.42,830
58.84,6.36,61.66,537.45,24.24,3.11,678.41,16.54,2.56,831
53.48,5.7,78.71,861.84,16.6,3.55,984.25,27.0,2.17,832
39.46,13.2,53.49,342.22,22.52,3.61,270.74,15.64,2.35,833
39.17,10.8,56.69,540.74,17.73,2.28,440.02,18.48,3.54,834
34.6,2.75,86.71,583.23,29.81,2.53,115.21,26.04,3.27,835
36.29,12.14,81.69,684.66,25.31,3.7,953.35,23.74,4.94,836
54.67,5.6,50.45,259.01,15.15,2.85,535.66,28.02,2.57,837
32.41,4.5,97.17,346.38,26.62,5.48,874.28,29.47,3.19,838
55.14,10.05,51.27,333.39,20.09,3.2,207.94,11.82,3.78,839
45.94,7.19,91.9,903.14,17.65,3.01,374.58,11.27,5.5,840
50.07,7.3,81.32,756.46,19.57,2.97,403.59,12.26,2.79,841
43.7,7.52,57.3,135.65,17.06,2.12,876.27,16.09,4.39,842
47.66,4.9,51.86,450.17,22.06,5.04,131.82,25.19,2.41,843
37.92,6.13,98.31,381.42,20.73,3.52,145.63,24.76,4.47,844
40.2,13.66,70.78,656.02,23.5,5.71,637.73,26.78,2.59,845
58.08,3.94,80.22,778.32,19.06,5.19,912.9,24.26,3.57,846
25.91,7.97,89.11,178.4,19.14,3.64,989.55,12.62,4.4,847
29.66,12.35,61.6,241.78,28.08,2.95,197.73,20.72,5.36,848
46.22,4.93,66.89,646.73,24.82,3.1,234.67,15.12,4.98,849
52.32,13.62,99.2,216.93,16.79,2.91,767.9,28.64,5.59,850
47.18,3.26,93.27,924.58,26.2,4.4,264.33,25.38,2.21,851
55.0,6.96,68.05,855.77,26.76,4.33,796.54,10.68,2.59,852
52.0,4.97,81.93,271.63,12.58,3.44,424.8,26.2,3.48,853
41.49,12.49,91.13,896.4,17.9,2.34,655.52,29.52,5.5,854
40.9,5.45,57.36,487.17,29.63,2.11,421.42,12.3,5.18,855
48.05,14.78,97.32,137.29,26.13,4.27,876.14,11.52,4.77,856
46.39,2.42,54.85,331.95,29.13,2.87,151.62,26.1,3.97,857
39.23,5.29,93.67,445.1,18.41,5.47,930.7,24.06,2.29,858
57.06,9.94,82.03,828.78,10.97,2.18,848.09,27.86,4.5,859
44.09,13.86,95.91,131.58,16.34,5.16,506.0,20.78,3.7,860
32.88,12.63,99.7,225.34,21.81,4.54,945.86,20.33,5.43,861
50.18,6.39,86.06,101.74,20.42,4.49,691.67,27.13,3.35,862
20.28,7.58,76.0,773.97,10.25,2.63,423.89,16.94,5.54,863
56.93,8.66,83.71,433.11,20.21,4.91,395.47,10.02,3.0,864
29.89,14.04,74.92,453.28,27.51,3.82,814.24,21.36,4.93,865
49.88,5.89,66.71,605.22,25.11,2.75,556.38,27.11,2.31,866
47.88,5.55,77.19,940.7,13.28,5.18,260.51,10.25,2.23,867
49.3,12.21,76.47,114.87,19.84,4.06,819.18,28.9,4.45,868
21.64,10.07,72.74,639.4,10.39,4.19,765.82,20.43,4.94,869
41.87,9.91,60.47,658.6,25.47,4.34,718.93,11.46,4.24,870
55.69,14.18,86.17,251.19,10.64,4.43,965.31,29.79,2.19,871
58.58,11.3,96.77,217.94,14.99,4.54,589.15,24.71,5.3,872
32.85,10.23,70.92,679.34,23.77,2.58,926.4,15.01,5.0,873
50.56,13.87,93.42,345.91,14.78,4.67,824.78,29.48,4.35,874
52.0,7.22,97.66,984.68,18.2,2.44,912.21,29.57,4.71,875
47.09,7.49,84.17,741.48,22.58,4.19,429.81,23.84,3.88,876
29.95,13.54,97.45,817.52,26.97,5.97,525.38,11.23,5.92,877
35.58,4.72,65.34,739.75,11.38,2.28,656.46,27.4,5.4,878
48.34,3.51,86.51,418.38,25.84,3.26,168.26,22.23,2.05,879
48.71,4.09,93.6,634.62,20.81,3.5,699.67,23.48,2.2,880
36.44,11.41,70.96,490.28,29.57,3.14,878.62,20.04,4.3,881
37.27,8.51,60.68,132.72,14.24,4.14,693.9,12.45,3.83,882
29.32,10.01,71.01,851.0,26.46,5.94,942.28,25.7,3.4,883
57.62,6.58,73.96,508.28,13.92,3.92,306.37,20.65,4.36,884
52.86,11.67,59.14,836.3,14.32,4.83,913.74,20.14,5.07,885
44.99,13.4,87.92,873.65,19.81,2.69,908.53,27.09,2.53,886
31.31,4.48,91.65,676.17,13.98,5.48,589.41,18.54,5.48,887
48.51,3.96,91.07,220.67,19.3,5.06,681.53,29.99,5.52,888
41.01,3.98,90.89,308.88,29.5,2.8,631.32,18.46,4.23,889
41.59,14.38,92.32,933.01,17.13,4.09,887.48,27.07,4.78,890
34.83,9.71,64.76,992.99,21.46,2.12,282.69,28.62,4.98,891
47.21,11.92,82.18,267.17,24.54,2.41,738.48,28.87,3.65,892
17.97,6.89,76.77,103.94,16.03,5.95,105.05,16.44,2.73,893
52.29,14.72,57.69,128.63,29.48,3.96,663.24,27.96,3.08,894
38.16,3.2,79.92,261.72,23.74,3.15,595.98,25.01,5.29,895
29.79,8.9,82.41,397.13,11.92,2.94,616.19,28.35,4.07,896
28.75,10.19,75.19,901.77,11.95,5.61,821.89,21.89,2.15,897
56.86,7.09,56.61,946.38,20.48,5.82,746.14,22.16,2.11,898
49.03,6.67,87.26,373.16,13.24,4.08,261.7,11.74,3.56,899
27.31,2.6,66.53,244.18,18.66,4.23,957.85,10.45,3.16,900
46.26,4.2,63.34,809.6,25.75,2.54,459.28,11.17,4.58,901
47.44,13.53,92.46,872.75,23.84,2.2,515.3,14.39,5.02,902
39.76,4.29,67.91,963.72,18.57,2.64,674.2,12.92,2.46,903
59.56,7.42,73.67,790.59,11.32,5.05,399.06,26.68,5.53,904
47.25,5.51,75.53,771.8,16.94,5.37,577.68,28.22,4.69,905
46.8,13.82,62.52,762.07,23.57,3.36,821.01,29.06,4.65,906
44.53,12.02,57.81,768.88,22.65,3.61,367.28,29.86,2.44,907
37.73,8.99,52.37,930.93,26.84,2.27,434.09,29.74,2.89,908
41.35,11.06,68.07,365.29,26.87,5.38,731.96,28.59,3.95,909
40.56,12.75,94.3,978.27,20.93,2.29,256.33,28.37,2.3,910
47.95,6.03,89.05,491.56,29.22,4.85,661.38,17.65,3.44,911
19.5,8.02,51.47,879.54,16.9,2.23,580.73,13.92,2.28,912
55.72,9.23,92.73,374.63,18.11,4.38,576.46,18.31,3.96,913
19.63,3.79,73.78,640.96,13.05,2.94,214.14,12.71,4.47,914
40.9,9.58,78.26,165.67,22.47,5.04,551.49,14.59,3.69,915
44.76,11.0,92.86,576.04,25.6,5.92,224.96,25.92,3.12,916
40.13,6.35,92.21,458.63,17.55,5.35,102.18,11.91,2.79,917
47.96,3.74,69.43,478.81,13.42,2.95,703.0,12.78,3.21,918
31.66,7.26,71.14,530.06,29.71,5.4,853.79,28.5,5.04,919
26.94,12.17,78.46,760.35,21.86,4.03,798.98,21.38,3.99,920
52.94,10.88,74.37,358.76,17.37,3.0,249.61,14.17,2.32,921
41.1,2.83,57.13,805.51,15.32,3.09,379.7,10.57,5.79,922
38.89,6.29,80.98,942.26,15.55,2.85,363.92,25.95,2.37,923
57.74,9.42,54.17,377.58,21.44,2.43,881.58,28.29,5.63,924
34.23,4.34,81.61,768.06,14.21,5.6,941.0,11.97,2.53,925
22.86,5.42,61.13,549.99,21.05,5.24,708.1,16.99,3.79,926
28.07,3.0,94.61,236.06,24.84,4.53,574.89,13.27,3.26,927
45.62,12.42,51.65,285.11,27.29,3.94,955.07,16.57,5.98,928
45.09,11.2,60.93,801.3,27.17,5.83,324.95,26.65,5.56,929
33.0,8.22,73.35,920.91,24.29,3.68,968.48,21.44,4.89,930
59.2,12.77,52.25,317.81,28.38,5.29,105.93,13.48,3.71,931
37.77,13.3,83.04,213.8,13.96,5.62,542.77,29.0,5.39,932
43.13,7.14,75.06,878.41,27.08,5.96,128.33,21.08,3.72,933
43.89,11.1,91.8,508.58,15.86,2.9,131.25,26.45,4.02,934
45.52,2.78,70.32,627.8,11.72,3.01,964.84,20.73,3.16,935
46.73,11.09,94.66,652.39,27.24,4.05,694.39,17.27,4.09,936
58.94,12.19,57.64,144.57,29.31,3.97,754.99,22.89,2.32,937
54.0,8.41,61.81,900.0,11.65,2.79,635.9,14.61,3.49,938
29.75,11.95,55.47,814.38,12.32,3.78,386.89,23.23,4.55,939
45.41,4.29,55.41,594.49,17.69,4.8,218.26,24.25,5.7,940
49.78,10.49,56.1,668.81,10.45,5.85,813.23,15.92,5.86,941
27.71,6.29,65.54,566.74,23.41,3.84,148.29,22.5,4.34,942
32.84,2.46,55.85,621.5,26.5,2.06,493.01,14.29,5.66,943
34.86,11.44,90.62,409.34,16.62,4.96,787.42,13.21,4.79,944
34.56,5.47,98.03,169.79,27.9,4.24,416.07,19.85,3.39,945
32.01,13.15,61.0,970.74,23.16,3.94,378.44,25.64,3.78,946
52.83,2.26,69.61,636.47,21.01,5.89,142.93,16.83,2.73,947
35.61,13.92,57.58,804.59,19.25,2.74,432.62,21.12,2.62,948
37.25,11.6,85.83,611.47,22.72,5.79,240.5,19.42,5.01,949
37.95,11.02,87.37,462.31,14.35,3.82,697.13,14.48,4.04,950
38.27,10.32,84.61,955.32,25.45,5.09,548.88,10.05,3.17,951
30.98,9.11,84.41,338.29,10.7,5.45,498.4,19.92,5.8,952
53.64,4.22,88.13,579.35,28.41,2.65,164.02,29.2,3.24,953
37.08,10.45,60.02,722.15,23.25,2.75,258.2,10.08,3.46,954
36.05,11.16,76.86,673.77,22.0,4.25,557.36,13.01,5.02,955
44.26,3.51,67.28,268.49,25.64,3.02,393.43,28.75,2.88,956
36.1,5.25,71.89,108.64,12.27,5.11,190.66,12.4,5.69,957
28.26,3.92,87.83,535.42,20.25,3.09,206.48,24.88,4.39,958
41.19,12.94,80.06,198.91,21.1,3.72,717.96,14.79,2.42,959
55.64,13.47,86.77,429.47,27.77,5.78,462.81,16.74,5.54,960
58.42,7.72,68.82,950.87,10.4,3.19,269.04,20.26,2.4,961
57.93,13.45,73.14,335.59,26.37,4.77,602.45,19.15,3.42,962
36.93,3.4,85.56,320.27,15.96,3.1,419.46,13.35,3.23,963
42.25,2.0,95.18,514.15,21.15,4.62,594.89,17.75,5.41,964
45.11,13.84,93.85,633.76,14.45,2.15,125.27,29.05,2.93,965
44.34,13.63,69.47,701.51,15.39,5.46,682.49,18.35,4.59,966
31.93,13.36,56.93,481.55,14.0,4.52,193.31,29.33,3.32,967
56.56,2.9,89.72,274.94,20.47,3.83,391.0,24.81,3.38,968
50.3,2.55,79.2,206.67,27.62,3.16,906.04,11.89,4.52,969
39.0,14.81,54.97,707.52,29.24,5.18,299.19,11.57,4.56,970
27.53,6.9,74.7,194.97,14.06,5.44,414.53,11.77,5.24,971
26.01,10.03,54.34,250.64,23.53,2.61,817.92,18.12,3.95,972
36.77,12.93,90.85,324.6,11.13,5.25,882.26,10.4,4.85,973
31.66,8.1,79.63,260.21,28.3,2.08,877.74,27.9,5.82,974
25.51,11.83,94.17,175.92,19.61,4.07,778.07,17.36,3.6,975
45.28,11.8,95.96,552.75,25.71,5.88,265.8,19.76,4.66,976
40.9,2.1,52.7,111.67,22.36,5.39,805.52,17.56,2.24,977
46.96,9.5,95.57,863.02,29.41,4.35,741.61,29.76,4.73,978
34.01,10.53,59.23,447.44,18.75,3.45,900.72,22.01,4.76,979
36.32,8.14,85.29,957.1,17.48,3.03,226.86,18.28,5.73,980
58.78,8.15,69.05,657.57,15.23,3.88,569.72,19.39,5.1,981
39.19,2.12,77.38,417.7,21.66,3.6,332.12,23.55,3.36,982
25.61,3.16,68.49,798.38,10.89,3.29,200.04,22.83,4.57,983
31.77,6.86,91.26,277.74,26.73,2.47,502.5,27.46,5.95,984
37.72,4.13,88.0,231.99,26.42,3.49,178.55,29.81,4.36,985
55.34,3.98,84.67,939.15,23.18,4.55,587.14,28.71,2.88,986
38.47,9.65,71.36,430.09,28.58,3.02,870.52,12.18,2.74,987
56.0,3.92,62.61,551.69,28.31,2.83,922.17,16.46,5.57,988
55.99,6.55,72.12,695.87,13.07,3.64,487.61,18.42,4.12,989
54.62,9.23,55.03,493.56,26.43,3.56,293.55,27.31,2.98,990
26.13,9.1,70.27,298.86,15.83,5.61,785.25,13.64,2.9,991
36.47,9.98,58.28,753.05,14.11,5.69,244.01,11.41,4.93,992
37.74,2.35,60.18,745.82,12.14,4.0,675.6,24.74,2.45,993
53.56,9.14,93.24,455.23,23.47,4.65,621.82,26.6,5.74,994
46.85,12.88,82.07,991.13,10.62,2.23,590.92,28.44,3.98,995
58.89,10.7,57.41,691.94,10.15,5.28,798.03,20.31,2.25,996
59.52,11.59,67.99,841.07,13.83,4.85,950.08,24.66,5.44,997
55.96,9.86,61.02,394.37,23.8,4.2,804.87,18.97,5.17,998
33.15,7.27,95.32,699.11,11.37,3.97,859.07,27.33,4.1,999
41.64,4.49,56.27,688.6,19.73,4.16,654.53,23.26,4.0,1000
54.98,7.62,54.12,847.01,17.8,5.6,723.08,23.18,4.92,1001
16.81,7.37,57.49,351.03,10.74,4.0,572.04,15.65,5.52,1002
45.89,14.53,95.02,338.67,29.33,5.08,903.5,22.32,2.24,1003
49.1,13.06,90.12,173.78,27.33,4.52,175.84,22.8,4.21,1004
45.1,14.65,75.67,570.42,16.17,4.84,277.92,21.23,3.04,1005
56.2,8.56,64.52,491.25,20.84,2.34,514.49,26.02,2.54,1006
46.69,5.25,54.93,321.25,12.38,5.64,342.39,21.31,5.46,1007
56.33,5.69,77.02,789.15,27.46,2.49,982.74,23.96,4.33,1008
42.37,8.46,83.6,211.34,27.07,2.42,712.38,10.76,2.99,1009
34.16,5.23,80.44,291.35,10.22,2.48,371.39,17.79,5.51,1010
57.99,10.77,67.22,967.98,22.2,3.54,581.63,12.34,3.89,1011
32.69,10.94,96.31,744.27,20.62,2.14,150.03,10.86,4.15,1012
37.04,11.34,78.13,368.44,24.35,4.15,721.46,15.15,4.52,1013
29.19,13.5,55.8,414.06,25.29,4.7,211.63,13.78,2.13,1014
50.59,6.94,78.79,925.87,24.1,5.66,842.73,25.59,5.82,1015
47.73,11.85,81.38,578.36,29.09,5.38,169.3,18.61,3.81,1016
31.5,12.55,58.99,744.97,22.48,5.74,776.44,21.26,2.8,1017
36.31,14.62,85.99,628.83,19.16,2.62,814.71,26.53,2.56,1018
35.31,11.7,98.21,951.78,28.18,4.74,629.29,15.85,3.82,1019
38.58,7.04,57.96,203.48,29.02,5.15,224.17,22.75,3.26,1020
40.03,6.45,51.6,431.12,24.72,5.69,359.78,23.91,4.61,1021
39.34,4.07,51.25,179.54,22.11,4.6,672.38,20.37,5.3,1022
51.57,10.85,55.96,224.48,22.94,5.44,834.03,16.31,4.1,1023
40.51,2.48,83.48,302.21,16.11,3.27,158.24,24.98,4.83,1024
49.23,4.1,94.93,426.04,24.64,2.05,410.03,25.54,2.14,1025
39.35,14.89,87.95,871.52,15.59,2.09,129.78,23.1,3.25,1026
48.09,8.76,91.41,749.91,19.87,4.64,157.24,18.68,2.77,1027
47.38,5.08,62.21,870.09,11.53,3.53,901.27,22.92,4.25,1028
41.53,8.33,96.5,893.8,12.1,3.11,444.98,18.55,3.81,1029
33.62,7.57,95.7,526.76,16.22,4.39,739.65,26.42,4.8,1030
54.37,9.87,57.24,943.8,17.18,4.1,231.09,10.93,2.94,1031
59.05,14.32,60.3,764.26,15.01,3.59,481.57,18.37,4.68,1032
48.53,11.61,62.0,410.46,13.65,4.82,927.49,20.54,5.71,1033
44.33,13.22,51.03,404.16,28.84,2.98,784.65,14.85,2.92,1034
58.16,6.22,50.52,685.62,17.03,4.42,940.11,16.18,2.6,1035
43.02,14.98,66.22,787.58,18.35,5.34,340.08,13.51,5.9,1036
38.05,7.08,60.07,613.57,15.51,5.54,714.47,13.1,3.29,1037
43.79,9.6,84.08,407.11,17.95,4.21,527.54,17.65,2.16,1038
33.83,3.31,99.14,258.42,10.86,5.78,360.97,22.55,3.92,1039
27.5,13.17,86.42,716.69,15.8,3.26,136.4,14.57,5.9,1040
39.2,13.77,81.84,366.95,14.71,2.89,800.42,29.24,3.71,1041
51.87,12.8,75.4,966.27,11.27,2.11,426.96,18.02,2.78,1042
30.16,9.18,80.62,167.17,19.79,4.53,418.27,25.14,2.49,1043
23.61,4.7,68.67,982.41,16.2,5.26,855.72,20.16,4.32,1044
58.52,14.92,70.7,979.17,24.97,2.96,586.53,12.24,2.81,1045
52.66,7.56,88.45,334.26,18.78,5.0,609.38,17.32,5.96,1046
56.88,12.04,74.54,438.79,26.7,2.17,243.09,19.8,2.87,1047
43.61,3.55,78.64,272.68,11.65,4.37,643.66,14.05,2.72,1048
53.32,11.52,98.18,422.64,16.36,3.22,928.11,24.29,2.33,1049
41.36,10.82,77.93,711.69,12.96,5.23,501.4,12.21,3.48,1050
45.08,7.39,88.12,104.72,29.06,4.71,929.91,24.1,5.51,1051
37.6,7.72,72.24,234.83,29.87,4.25,584.53,28.76,4.6,1052
41.83,14.57,63.8,988.78,17.43,4.46,338.18,18.06,4.9,1053
41.71,7.83,73.09,897.47,29.53,2.53,335.62,27.04,4.7,1054
50.5,5.81,89.97,588.37,17.89,3.36,417.18,12.36,2.67,1055
55.58,6.64,82.79,732.7,24.62,5.27,346.41,21.64,2.01,1056
33.19,4.89,52.07,362.99,20.17,5.79,980.28,25.96,2.85,1057
30.62,11.12,99.29,622.39,15.15,5.39,657.4,26.52,2.67,1058
30.83,9.02,50.44,697.83,19.89,2.48,233.87,12.58,3.73,1059
54.44,7.53,63.17,516.13,12.92,2.37,895.76,11.58,4.46,1060
55.57,9.88,90.18,517.5,14.61,4.44,658.04,22.0,2.94,1061
