pitch,r_tsv,h_tsv,l_tmrdl,w_tmrdl,h_tmrdl,l_bsmrdl,w_bsmrdl,h_bsmrdl,dut_index
27.84,12.9,54.31,946.04,19.9,4.82,984.21,14.0,5.74,125
28.5,12.92,56.27,690.3,14.57,2.5,257.04,12.52,2.27,126
55.81,14.96,98.08,757.83,25.87,2.71,168.69,10.1,5.65,127
19.86,2.91,70.52,659.23,11.23,3.34,116.79,10.99,5.69,128
55.62,2.34,95.78,775.41,13.9,2.05,433.44,28.83,5.66,129
41.85,7.0,52.27,981.21,29.27,2.61,961.91,11.68,3.24,130
24.29,11.01,90.3,113.71,21.09,2.16,142.07,11.37,2.84,131
36.94,3.93,98.28,967.66,10.68,3.7,891.17,10.04,2.15,132
41.22,3.08,62.25,857.52,28.61,5.42,122.8,15.57,3.14,133
41.7,14.6,81.44,120.7,12.74,2.47,624.06,18.35,2.06,134
17.93,7.33,53.99,143.47,15.6,3.46,798.94,12.08,2.85,135
23.16,10.26,70.71,756.32,20.45,2.17,291.29,10.91,5.84,136
37.22,14.64,93.02,191.45,24.27,2.12,115.71,22.04,5.28,137
46.88,13.11,56.8,871.23,18.2,5.64,138.7,10.88,3.12,138
55.73,2.41,96.77,154.86,24.06,5.49,305.26,28.22,5.44,139
22.63,9.1,73.33,971.27,12.67,5.63,430.55,15.07,2.15,140
57.94,8.91,98.75,941.49,25.68,5.17,988.02,16.04,2.28,141
33.61,2.64,52.16,279.37,17.74,5.07,554.91,12.08,5.86,142
52.34,14.81,54.98,177.47,19.28,5.75,972.59,14.35,4.28,143
54.92,4.62,81.4,453.94,28.52,5.96,132.64,26.5,2.81,144
56.74,13.97,92.28,601.99,17.81,5.57,211.5,29.79,5.14,145
59.5,13.0,96.39,156.43,26.27,5.53,716.3,26.56,2.85,146
38.26,2.06,86.07,105.35,16.55,2.55,669.55,12.15,2.14,147
17.93,4.36,87.63,231.15,13.36,5.55,166.64,12.83,2.08,148
48.25,13.75,71.91,963.41,19.93,2.12,112.78,23.95,5.58,149
31.07,13.73,50.64,194.07,29.92,2.45,801.65,26.84,5.64,150
44.95,3.18,96.98,115.34,29.3,3.21,121.49,28.45,3.84,151
48.06,7.02,55.05,974.18,28.96,5.91,128.04,20.38,5.88,152
57.97,2.15,88.53,963.11,23.24,5.1,260.36,13.31,4.89,153
58.46,9.23,71.78,328.45,11.27,5.71,858.22,11.48,2.38,154
58.49,3.73,96.87,203.51,15.5,2.38,872.55,24.58,2.17,155
56.74,2.16,91.73,693.53,24.27,3.9,741.2,26.11,2.13,156
25.78,3.32,87.78,999.92,15.42,2.0,127.82,16.63,2.67,157
14.43,5.43,75.95,319.77,10.42,2.4,152.19,11.12,3.33,158
46.96,13.8,55.12,458.18,11.07,2.25,618.92,25.27,5.87,159
25.46,2.33,55.35,153.19,14.43,4.55,237.23,21.14,2.32,160
58.6,5.94,99.44,385.18,10.68,4.04,287.26,28.25,3.67,161
51.12,2.85,62.39,509.78,12.13,4.62,204.31,10.26,2.16,162
50.21,14.55,99.28,995.98,13.24,5.51,519.48,19.48,5.96,163
53.06,3.94,52.29,978.08,17.39,5.36,426.95,14.81,5.88,164
50.98,4.1,87.02,946.39,14.35,3.61,346.58,29.6,2.36,165
39.82,7.74,55.11,159.07,10.37,2.42,974.03,28.95,2.95,166
59.81,4.2,61.94,828.37,28.17,2.27,106.63,10.38,3.77,167
56.87,14.99,53.22,595.72,28.75,2.87,987.75,29.9,3.91,168
28.31,2.13,99.04,235.75,20.09,2.82,892.91,26.26,4.15,169
31.46,12.94,98.87,464.91,10.39,2.31,428.71,14.21,5.31,170
50.99,5.43,63.0,933.29,27.98,4.36,162.81,28.71,2.58,171
30.79,5.93,98.99,984.54,18.28,3.2,144.35,10.71,5.85,172
56.58,5.79,97.19,273.64,27.11,4.52,940.68,12.11,2.24,173
46.98,2.3,97.52,982.13,28.91,2.79,109.26,10.59,3.73,174
22.13,8.77,55.03,337.55,14.35,5.9,308.87,12.38,3.08,175
55.67,3.78,95.37,228.09,27.65,2.28,979.23,13.58,5.04,176
52.9,2.32,73.28,153.95,13.87,4.29,614.96,28.69,2.56,177
25.27,5.79,99.93,152.69,12.88,2.34,379.41,20.86,4.12,178
55.44,2.21,75.29,671.14,11.17,5.93,978.32,26.99,2.33,179
26.8,2.2,51.99,751.65,18.81,2.01,982.87,18.61,3.09,180
22.36,3.91,69.08,797.93,20.43,4.51,828.63,10.46,5.98,181
56.74,5.74,53.24,157.71,27.25,5.9,305.38,19.54,2.09,182
29.64,10.78,99.58,688.41,12.32,5.6,978.9,15.47,2.66,183
32.07,9.95,82.59,855.72,19.31,4.93,981.04,29.67,5.9,184
40.75,11.77,99.23,201.14,29.19,4.06,381.74,29.17,4.33,185
13.89,2.38,74.34,526.97,10.56,5.67,972.78,10.53,4.63,186
42.59,4.27,78.2,420.69,28.51,2.71,149.35,11.91,5.97,187
27.53,9.57,50.85,309.19,25.14,2.03,260.94,24.82,5.64,188
59.03,14.97,50.06,162.93,12.86,4.1,388.81,29.83,4.07,189
28.44,6.01,97.88,411.51,23.39,2.24,438.6,27.18,2.08,190
31.2,2.54,84.93,998.37,29.91,4.73,864.76,19.66,2.68,191
56.91,14.64,98.66,806.05,29.61,4.04,572.98,29.36,4.74,192
51.75,2.33,97.31,820.12,13.06,5.83,716.76,17.12,2.72,193
57.42,6.82,60.6,105.24,20.86,2.06,952.35,17.01,5.5,194
58.46,10.05,96.84,142.28,28.42,5.96,107.1,10.93,3.39,195
40.38,13.42,88.85,820.79,10.07,3.38,181.19,27.64,5.89,196
56.77,2.64,93.47,524.43,26.2,2.11,942.97,28.62,5.14,197
55.11,6.52,65.85,935.58,11.24,5.46,133.23,24.94,5.86,198
48.43,2.46,62.55,391.43,29.31,3.81,839.56,29.75,5.88,199
59.18,11.0,98.85,195.61,28.3,2.82,568.41,13.54,2.65,200
57.72,14.91,96.69,129.42,10.06,3.95,175.12,20.18,3.1,201
45.76,4.27,75.62,190.39,11.65,5.74,129.79,29.42,4.1,202
30.95,13.54,99.51,989.54,22.14,2.26,443.37,14.03,2.82,203
59.65,9.62,50.7,294.16,23.16,5.52,679.74,10.88,2.5,204
47.77,14.85,91.82,794.56,21.96,5.97,586.27,10.01,5.2,205
32.46,14.38,92.42,710.54,10.31,5.64,709.64,26.59,4.18,206
58.02,7.79,72.94,883.02,11.39,2.11,895.7,28.23,5.33,207
55.22,14.87,64.83,107.48,12.91,3.47,557.89,11.75,5.98,208
30.37,8.01,62.86,161.89,16.0,3.62,473.16,28.45,4.32,209
52.63,5.4,72.9,377.75,23.73,5.28,983.26,27.66,2.01,210
40.34,14.43,63.74,139.53,26.43,3.31,516.01,17.98,2.14,211
59.08,14.61,95.5,267.37,23.52,2.05,959.41,28.43,2.32,212
30.2,2.37,81.45,630.76,28.76,5.61,357.86,20.89,5.62,213
51.41,11.99,96.8,521.04,17.34,5.5,425.05,29.52,2.23,214
53.14,5.75,50.81,267.7,10.99,5.99,199.22,27.69,2.08,215
44.79,10.1,50.35,274.07,29.98,5.47,615.63,27.27,4.54,216
30.74,5.29,61.38,109.37,29.71,4.12,813.14,15.87,2.74,217
37.04,2.2,88.29,725.34,27.66,3.52,843.39,10.26,4.47,218
36.76,12.34,51.69,576.44,29.46,4.05,809.9,13.84,4.31,219
19.51,6.43,88.96,381.34,10.07,2.72,836.64,13.42,3.25,220
58.78,6.63,98.74,972.06,12.06,4.51,112.48,20.41,4.58,221
27.03,12.05,57.99,715.19,11.02,4.53,848.49,14.41,2.4,222
39.01,7.35,94.8,104.45,29.96,4.98,644.67,18.23,4.65,223
57.96,8.37,50.63,121.36,19.14,5.46,255.69,11.31,5.81,224
60.0,3.01,82.3,375.89,12.06,2.32,516.15,11.4,5.2,225
55.44,8.15,51.63,573.53,20.67,5.43,147.72,27.99,5.01,226
42.47,2.24,76.73,954.79,10.37,5.01,621.92,19.58,5.5,227
34.62,13.12,51.95,980.03,14.9,4.25,413.42,11.76,5.6,228
58.25,9.47,77.49,962.46,18.31,3.64,118.66,11.85,4.26,229
21.45,2.15,70.96,969.49,13.75,3.82,473.05,18.75,2.21,230
56.55,12.55,99.84,204.69,19.24,2.44,134.65,29.52,2.74,231
31.32,2.55,92.33,270.35,11.44,4.64,972.35,22.12,5.73,232
55.37,2.14,96.29,149.43,14.58,2.48,251.96,27.65,2.08,233
51.6,7.01,77.11,155.48,16.71,4.16,871.78,29.34,5.57,234
19.88,3.21,72.36,931.12,10.47,2.18,870.56,11.98,2.11,235
33.5,14.05,62.89,966.33,21.18,2.36,706.61,24.6,5.8,236
55.08,14.41,97.15,800.92,15.52,2.05,704.92,13.2,4.32,237
58.19,6.81,56.37,205.32,15.3,2.73,122.05,12.25,2.82,238
36.08,4.37,51.83,760.14,15.96,2.69,230.64,25.87,2.35,239
54.32,10.21,65.51,223.52,13.14,5.77,132.87,23.41,5.89,240
51.59,9.04,87.53,640.34,29.72,2.05,426.06,20.13,2.03,241
30.06,13.85,80.17,816.48,10.78,2.48,890.49,13.95,5.66,242
30.74,3.37,90.51,306.27,11.57,5.2,948.16,28.86,2.94,243
53.65,11.1,50.62,989.99,29.19,2.87,139.97,21.7,5.04,244
44.48,4.99,95.01,976.55,28.97,4.88,145.07,27.82,4.27,245
54.99,2.67,76.06,723.38,18.75,4.14,764.78,27.83,5.65,246
54.03,9.89,79.91,497.99,11.31,2.29,105.73,14.2,5.97,247
32.42,4.31,50.79,504.01,28.59,4.34,879.25,17.73,5.67,248
44.46,14.18,77.15,114.11,21.98,3.23,981.11,11.63,3.26,249
38.71,10.56,96.13,212.92,27.4,6.0,196.38,23.38,2.18,250
41.7,11.93,50.86,837.17,26.66,2.06,161.33,15.03,2.18,251
30.17,12.16,51.96,845.79,13.98,2.24,907.55,11.64,4.21,252
44.96,11.64,57.34,226.33,27.99,5.71,128.2,12.32,3.13,253
39.89,13.64,93.65,899.57,29.7,2.24,854.16,11.21,4.46,254
58.43,2.71,68.26,984.48,17.75,5.08,381.37,19.54,3.23,255
52.15,5.92,99.63,973.14,14.93,3.15,782.21,15.8,5.42,256
29.81,12.91,98.41,246.08,25.17,5.67,908.69,14.2,3.64,257
39.88,14.72,77.7,967.26,24.22,5.67,973.41,22.72,4.62,258
58.22,13.92,96.54,871.75,18.52,4.04,953.12,21.22,5.65,259
25.78,8.4,60.18,151.1,21.01,5.64,835.58,13.27,4.65,260
27.59,2.53,65.58,324.74,25.63,5.43,114.83,19.27,3.77,261
58.78,4.39,60.25,860.54,28.59,4.31,859.34,19.36,2.77,262
33.28,7.24,77.03,960.49,29.99,3.73,335.5,10.54,3.66,263
59.92,14.95,72.66,260.98,27.39,2.99,695.84,21.07,4.9,264
35.31,13.01,86.7,950.59,25.09,3.0,104.56,26.3,2.13,265
55.71,12.88,59.09,624.76,29.72,2.85,920.54,18.43,2.52,266
55.81,2.62,90.68,404.82,27.55,5.17,735.81,10.62,5.54,267
31.79,8.1,66.06,948.53,27.58,2.21,159.39,28.46,5.95,268
32.24,9.89,51.39,163.1,19.94,4.71,974.17,29.98,5.9,269
55.68,13.62,52.09,273.95,22.82,4.49,125.29,23.83,3.51,270
22.03,9.03,98.88,784.61,13.93,4.83,109.89,20.87,2.06,271
30.43,13.94,51.23,790.26,20.84,3.64,167.7,28.27,4.22,272
28.04,4.87,94.23,908.19,14.43,2.02,987.9,24.44,4.72,273
48.48,13.02,54.85,275.41,10.18,2.11,658.82,12.17,3.61,274
58.92,5.93,99.96,364.98,27.03,5.18,804.53,29.97,5.23,275
26.19,11.58,62.73,155.18,20.36,2.77,983.78,23.49,4.39,276
58.63,3.25,69.57,115.18,10.73,5.02,473.53,15.08,5.74,277
57.74,3.99,50.31,939.62,10.15,2.69,236.95,10.25,2.05,278
25.37,8.3,84.76,692.11,19.76,2.14,732.28,10.76,2.5,279
36.93,11.45,71.74,963.61,27.78,5.03,196.24,29.4,4.82,280
22.63,4.11,96.17,902.47,19.8,5.18,917.91,11.8,3.37,281
54.37,14.89,75.27,730.73,16.36,2.13,155.34,25.34,2.72,282
34.75,2.27,52.29,731.2,28.81,3.55,319.39,12.25,5.71,283
33.06,6.91,51.74,885.92,10.39,2.27,668.41,19.25,5.2,284
46.36,2.69,51.68,870.2,26.2,5.36,694.94,28.35,5.68,285
25.03,3.51,69.13,261.22,10.16,5.76,197.85,17.41,5.03,286
55.23,7.43,93.42,795.64,29.79,5.92,463.73,20.76,2.65,287
32.46,12.26,54.14,142.05,11.26,3.58,980.89,13.81,5.33,288
59.25,13.82,52.93,136.22,16.31,2.18,254.67,20.82,2.71,289
30.87,14.7,73.02,984.76,13.1,2.18,330.16,18.68,4.02,290
31.57,9.17,96.59,686.35,28.22,2.13,121.96,28.65,5.44,291
28.89,13.79,74.02,356.46,16.68,5.85,654.48,10.05,5.78,292
57.67,2.52,61.3,196.14,20.81,4.61,141.58,24.65,3.28,293
27.79,2.47,99.67,385.32,18.04,4.24,269.11,21.84,5.76,294
35.31,14.95,67.37,399.81,27.8,5.58,985.25,17.83,5.26,295
43.05,14.63,69.32,970.24,11.44,3.35,939.96,28.68,2.01,296
55.52,7.79,66.1,996.29,29.95,2.49,500.74,13.67,2.11,297
27.35,10.6,91.35,642.5,16.04,2.77,130.41,14.17,2.46,298
34.42,7.13,52.38,346.45,10.25,4.01,791.67,23.25,5.78,299
