split,design,idx,status,file
train,TMRDL,44,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut44.s2p
train,TMRDL,45,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut45.s2p
train,TMRDL,46,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut46.s2p
train,TMRDL,47,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut47.s2p
train,TMRDL,48,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut48.s2p
train,TMRDL,49,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut49.s2p
train,TMRDL,50,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut50.s2p
train,TMRDL,51,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut51.s2p
train,TMRDL,52,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut52.s2p
train,TMRDL,53,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut53.s2p
train,TMRDL,54,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut54.s2p
train,TMRDL,55,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut55.s2p
train,TMRDL,56,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut56.s2p
train,TMRDL,57,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut57.s2p
train,TMRDL,58,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut58.s2p
train,TMRDL,59,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut59.s2p
train,TMRDL,60,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut60.s2p
train,TMRDL,61,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut61.s2p
train,TMRDL,62,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut62.s2p
train,TMRDL,63,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut63.s2p
train,TMRDL,64,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut64.s2p
train,TMRDL,65,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut65.s2p
train,TMRDL,66,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut66.s2p
train,TMRDL,67,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut67.s2p
train,TMRDL,68,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut68.s2p
train,TMRDL,69,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut69.s2p
train,TMRDL,70,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut70.s2p
train,TMRDL,71,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut71.s2p
train,TMRDL,72,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut72.s2p
train,TMRDL,73,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut73.s2p
train,TMRDL,74,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut74.s2p
train,TMRDL,75,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut75.s2p
train,TMRDL,76,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut76.s2p
train,TMRDL,77,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut77.s2p
train,TMRDL,78,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut78.s2p
train,TMRDL,79,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut79.s2p
train,TMRDL,80,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut80.s2p
train,TMRDL,81,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut81.s2p
train,TMRDL,82,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut82.s2p
train,TMRDL,83,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut83.s2p
train,TMRDL,84,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut84.s2p
train,TMRDL,85,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut85.s2p
train,TMRDL,86,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut86.s2p
train,TMRDL,87,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut87.s2p
train,TMRDL,88,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut88.s2p
train,TMRDL,89,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut89.s2p
train,TMRDL,90,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut90.s2p
train,TMRDL,91,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut91.s2p
train,TMRDL,92,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut92.s2p
train,TMRDL,93,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut93.s2p
train,TMRDL,94,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut94.s2p
train,TMRDL,95,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut95.s2p
train,TMRDL,96,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut96.s2p
train,TMRDL,97,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut97.s2p
train,TMRDL,98,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut98.s2p
train,TMRDL,99,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\TMRDL\dut99.s2p
train,BSMRDL,0,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut0.s2p
train,BSMRDL,1,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut1.s2p
train,BSMRDL,2,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut2.s2p
train,BSMRDL,3,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut3.s2p
train,BSMRDL,4,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut4.s2p
train,BSMRDL,5,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut5.s2p
train,BSMRDL,6,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut6.s2p
train,BSMRDL,7,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut7.s2p
train,BSMRDL,8,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut8.s2p
train,BSMRDL,9,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut9.s2p
train,BSMRDL,10,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut10.s2p
train,BSMRDL,11,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut11.s2p
train,BSMRDL,12,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut12.s2p
train,BSMRDL,13,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut13.s2p
train,BSMRDL,14,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut14.s2p
train,BSMRDL,15,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut15.s2p
train,BSMRDL,16,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut16.s2p
train,BSMRDL,17,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut17.s2p
train,BSMRDL,18,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut18.s2p
train,BSMRDL,19,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut19.s2p
train,BSMRDL,20,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut20.s2p
train,BSMRDL,21,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut21.s2p
train,BSMRDL,22,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut22.s2p
train,BSMRDL,23,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut23.s2p
train,BSMRDL,24,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut24.s2p
train,BSMRDL,25,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut25.s2p
train,BSMRDL,26,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut26.s2p
train,BSMRDL,27,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut27.s2p
train,BSMRDL,28,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut28.s2p
train,BSMRDL,29,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut29.s2p
train,BSMRDL,30,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut30.s2p
train,BSMRDL,31,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut31.s2p
train,BSMRDL,32,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut32.s2p
train,BSMRDL,33,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut33.s2p
train,BSMRDL,34,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut34.s2p
train,BSMRDL,35,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut35.s2p
train,BSMRDL,36,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut36.s2p
train,BSMRDL,37,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut37.s2p
train,BSMRDL,38,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut38.s2p
train,BSMRDL,39,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut39.s2p
train,BSMRDL,40,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut40.s2p
train,BSMRDL,41,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut41.s2p
train,BSMRDL,42,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut42.s2p
train,BSMRDL,43,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut43.s2p
train,BSMRDL,44,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut44.s2p
train,BSMRDL,45,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut45.s2p
train,BSMRDL,46,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut46.s2p
train,BSMRDL,47,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut47.s2p
train,BSMRDL,48,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut48.s2p
train,BSMRDL,49,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut49.s2p
train,BSMRDL,50,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut50.s2p
train,BSMRDL,51,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut51.s2p
train,BSMRDL,52,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut52.s2p
train,BSMRDL,53,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut53.s2p
train,BSMRDL,54,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut54.s2p
train,BSMRDL,55,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut55.s2p
train,BSMRDL,56,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut56.s2p
train,BSMRDL,57,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut57.s2p
train,BSMRDL,58,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut58.s2p
train,BSMRDL,59,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut59.s2p
train,BSMRDL,60,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut60.s2p
train,BSMRDL,61,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut61.s2p
train,BSMRDL,62,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut62.s2p
train,BSMRDL,63,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut63.s2p
train,BSMRDL,64,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut64.s2p
train,BSMRDL,65,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut65.s2p
train,BSMRDL,66,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut66.s2p
train,BSMRDL,67,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut67.s2p
train,BSMRDL,68,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut68.s2p
train,BSMRDL,69,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut69.s2p
train,BSMRDL,70,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut70.s2p
train,BSMRDL,71,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut71.s2p
train,BSMRDL,72,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut72.s2p
train,BSMRDL,73,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut73.s2p
train,BSMRDL,74,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut74.s2p
train,BSMRDL,75,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut75.s2p
train,BSMRDL,76,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut76.s2p
train,BSMRDL,77,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut77.s2p
train,BSMRDL,78,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut78.s2p
train,BSMRDL,79,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut79.s2p
train,BSMRDL,80,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut80.s2p
train,BSMRDL,81,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut81.s2p
train,BSMRDL,82,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut82.s2p
train,BSMRDL,83,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\simdata_TSV_RDL_Connection\train\BSMRDL\dut83.s2p
