split,design,idx,status,file,error
train,TMRDL,372,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut372.s2p,
train,TMRDL,373,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut373.s2p,
train,TMRDL,374,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut374.s2p,
train,TMRDL,375,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut375.s2p,
train,TMRDL,376,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut376.s2p,
train,TMRDL,377,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut377.s2p,
train,TMRDL,378,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut378.s2p,
train,TMRDL,379,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut379.s2p,
train,TMRDL,380,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut380.s2p,
train,TMRDL,381,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut381.s2p,
train,TMRDL,382,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut382.s2p,
train,TMRDL,383,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut383.s2p,
train,TMRDL,384,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut384.s2p,
train,TMRDL,385,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut385.s2p,
train,TMRDL,386,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut386.s2p,
train,TMRDL,387,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut387.s2p,
train,TMRDL,388,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut388.s2p,
train,TMRDL,389,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut389.s2p,
train,TMRDL,390,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut390.s2p,
train,TMRDL,391,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut391.s2p,
train,TMRDL,392,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut392.s2p,
train,TMRDL,393,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut393.s2p,
train,TMRDL,394,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut394.s2p,
train,TMRDL,395,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut395.s2p,
train,TMRDL,396,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut396.s2p,
train,TMRDL,397,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut397.s2p,
train,TMRDL,398,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut398.s2p,
train,TMRDL,399,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut399.s2p,
train,TMRDL,400,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut400.s2p,
train,TMRDL,401,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut401.s2p,
train,TMRDL,402,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut402.s2p,
train,TMRDL,403,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut403.s2p,
train,TMRDL,404,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut404.s2p,
train,TMRDL,405,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut405.s2p,
train,TMRDL,406,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut406.s2p,
train,TMRDL,407,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut407.s2p,
train,TMRDL,408,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut408.s2p,
train,TMRDL,409,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut409.s2p,
train,TMRDL,410,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut410.s2p,
train,TMRDL,411,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut411.s2p,
train,TMRDL,412,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut412.s2p,
train,TMRDL,413,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut413.s2p,
train,TMRDL,414,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut414.s2p,
train,TMRDL,415,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut415.s2p,
train,TMRDL,416,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut416.s2p,
train,TMRDL,417,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut417.s2p,
train,TMRDL,418,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut418.s2p,
train,TMRDL,419,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut419.s2p,
train,TMRDL,420,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut420.s2p,
train,TMRDL,421,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut421.s2p,
train,TMRDL,422,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut422.s2p,
train,TMRDL,423,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut423.s2p,
train,TMRDL,424,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut424.s2p,
train,TMRDL,425,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut425.s2p,
train,TMRDL,426,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut426.s2p,
train,TMRDL,427,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut427.s2p,
train,TMRDL,428,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut428.s2p,
train,TMRDL,429,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut429.s2p,
train,TMRDL,430,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut430.s2p,
train,TMRDL,431,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut431.s2p,
train,TMRDL,432,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut432.s2p,
train,TMRDL,433,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut433.s2p,
train,TMRDL,434,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut434.s2p,
train,TMRDL,435,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut435.s2p,
train,TMRDL,436,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut436.s2p,
train,TMRDL,437,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut437.s2p,
train,TMRDL,438,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut438.s2p,
train,TMRDL,439,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut439.s2p,
train,TMRDL,440,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut440.s2p,
train,TMRDL,441,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut441.s2p,
train,TMRDL,442,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut442.s2p,
train,TMRDL,443,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut443.s2p,
train,TMRDL,444,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut444.s2p,
train,TMRDL,445,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut445.s2p,
train,TMRDL,446,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut446.s2p,
train,TMRDL,447,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut447.s2p,
train,TMRDL,448,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut448.s2p,
train,TMRDL,449,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut449.s2p,
train,TMRDL,450,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut450.s2p,
train,TMRDL,451,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut451.s2p,
train,TMRDL,452,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut452.s2p,
train,TMRDL,453,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut453.s2p,
train,TMRDL,454,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut454.s2p,
train,TMRDL,455,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut455.s2p,
train,TMRDL,456,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut456.s2p,
train,TMRDL,457,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut457.s2p,
train,TMRDL,458,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut458.s2p,
train,TMRDL,459,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut459.s2p,
train,TMRDL,460,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut460.s2p,
train,TMRDL,461,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut461.s2p,
train,TMRDL,462,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut462.s2p,
train,TMRDL,463,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut463.s2p,
train,TMRDL,464,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut464.s2p,
train,TMRDL,465,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut465.s2p,
train,TMRDL,466,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut466.s2p,
train,TMRDL,467,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut467.s2p,
train,TMRDL,468,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut468.s2p,
train,TMRDL,469,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut469.s2p,
train,TMRDL,470,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut470.s2p,
train,TMRDL,471,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut471.s2p,
train,TMRDL,472,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut472.s2p,
train,TMRDL,473,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut473.s2p,
train,TMRDL,474,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut474.s2p,
train,TMRDL,475,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut475.s2p,
train,TMRDL,476,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut476.s2p,
train,TMRDL,477,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut477.s2p,
train,TMRDL,478,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut478.s2p,
train,TMRDL,479,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut479.s2p,
train,TMRDL,480,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut480.s2p,
train,TMRDL,481,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut481.s2p,
train,TMRDL,482,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut482.s2p,
train,TMRDL,483,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut483.s2p,
train,TMRDL,484,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut484.s2p,
train,TMRDL,485,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut485.s2p,
train,TMRDL,486,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut486.s2p,
train,TMRDL,487,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut487.s2p,
train,TMRDL,488,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut488.s2p,
train,TMRDL,489,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut489.s2p,
train,TMRDL,490,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut490.s2p,
train,TMRDL,491,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut491.s2p,
train,TMRDL,492,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut492.s2p,
train,TMRDL,493,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut493.s2p,
train,TMRDL,494,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut494.s2p,
train,TMRDL,495,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut495.s2p,
train,TMRDL,496,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut496.s2p,
train,TMRDL,497,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut497.s2p,
train,TMRDL,498,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut498.s2p,
train,TMRDL,499,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut499.s2p,
train,TMRDL,500,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut500.s2p,
train,TMRDL,501,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut501.s2p,
train,TMRDL,502,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut502.s2p,
train,TMRDL,503,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut503.s2p,
train,TMRDL,504,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut504.s2p,
train,TMRDL,505,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut505.s2p,
train,TMRDL,506,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut506.s2p,
train,TMRDL,507,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut507.s2p,
train,TMRDL,508,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut508.s2p,
train,TMRDL,509,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut509.s2p,
train,TMRDL,510,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut510.s2p,
train,TMRDL,511,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut511.s2p,
train,TMRDL,512,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut512.s2p,
train,TMRDL,513,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS400\train\TMRDL\dut513.s2p,
